age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,weekday,is_weekend
30,management,married,tertiary,no,359,no,no,cellular,4,3,1,-1,0,unknown,0,3,False
26,admin.,single,tertiary,no,760,yes,no,cellular,4,3,1,281,5,success,1,3,False
63,services,married,secondary,no,367,no,no,telephone,4,3,0,178,6,failure,0,3,False
73,retired,single,secondary,no,1050,no,no,cellular,4,3,2,181,2,failure,1,3,False
68,retired,married,tertiary,no,2820,no,no,cellular,5,3,0,92,3,success,0,4,False
33,management,married,tertiary,no,1390,no,no,cellular,5,3,0,179,5,failure,0,4,False
25,blue-collar,single,secondary,no,509,no,no,cellular,5,3,0,-1,0,unknown,1,4,False
64,retired,married,tertiary,no,1644,no,no,telephone,5,3,3,179,4,success,1,4,False
26,student,single,tertiary,no,294,no,no,cellular,5,3,0,91,2,success,1,4,False
68,retired,married,primary,no,451,no,no,cellular,5,3,0,-1,0,unknown,1,4,False
30,technician,married,tertiary,no,3192,yes,no,cellular,5,3,1,-1,0,unknown,0,4,False
39,services,married,secondary,no,53,no,no,telephone,5,3,0,394,1,failure,1,4,False
54,housemaid,married,tertiary,no,2473,no,no,cellular,5,3,1,-1,0,unknown,1,4,False
46,admin.,married,secondary,no,0,yes,no,cellular,5,3,0,-1,0,unknown,0,4,False
64,retired,married,secondary,no,1220,no,no,cellular,5,3,0,88,1,failure,0,4,False
36,services,married,secondary,no,52,yes,no,cellular,5,3,1,179,7,success,1,4,False
33,management,divorced,tertiary,no,2240,no,no,cellular,8,3,1,278,1,success,1,0,False
34,admin.,married,tertiary,no,798,yes,no,cellular,8,3,1,-1,0,unknown,0,0,False
32,unemployed,single,primary,no,1429,no,no,cellular,8,3,3,-1,0,unknown,0,0,False
51,management,married,tertiary,no,2635,no,no,cellular,8,3,1,188,3,success,0,0,False
45,student,single,tertiary,no,1527,no,no,cellular,8,3,0,-1,0,unknown,1,0,False
31,technician,married,tertiary,no,1570,yes,no,cellular,8,3,3,286,1,failure,1,0,False
38,student,single,secondary,no,444,no,no,cellular,8,3,2,206,6,success,0,0,False
51,admin.,married,tertiary,no,0,yes,yes,cellular,8,3,1,-1,0,unknown,1,0,False
64,unemployed,divorced,secondary,no,588,no,no,cellular,8,3,0,-1,0,unknown,1,0,False
59,unemployed,married,secondary,no,957,no,no,cellular,8,3,0,89,2,success,1,0,False
33,management,single,tertiary,no,224,no,no,cellular,8,3,1,-1,0,unknown,1,0,False
36,blue-collar,married,tertiary,no,444,no,no,cellular,8,3,5,279,2,failure,0,0,False
35,management,married,tertiary,no,2161,no,no,cellular,9,3,1,181,3,success,1,1,False
69,retired,married,secondary,no,426,no,no,telephone,9,3,0,90,1,success,1,1,False
31,management,single,tertiary,no,147,no,no,cellular,9,3,0,181,2,success,1,1,False
73,retired,married,primary,no,508,no,no,cellular,9,3,0,-1,0,unknown,1,1,False
76,retired,divorced,primary,no,802,no,no,cellular,9,3,0,181,5,success,1,1,False
35,technician,married,secondary,no,294,yes,no,cellular,9,3,0,90,4,success,1,1,False
28,management,single,tertiary,no,1825,no,no,cellular,9,3,0,-1,0,unknown,1,1,False
34,management,married,tertiary,no,158,no,no,cellular,9,3,2,181,6,success,1,1,False
33,management,married,tertiary,no,0,yes,no,cellular,9,3,0,326,1,success,1,1,False
44,management,married,secondary,no,282,no,no,cellular,9,3,1,154,3,success,1,1,False
19,student,single,secondary,no,108,no,no,cellular,9,3,1,182,1,success,1,1,False
29,management,single,tertiary,no,2344,yes,no,cellular,9,3,1,-1,0,unknown,0,1,False
28,management,single,tertiary,no,187,no,no,cellular,9,3,0,-1,0,unknown,1,1,False
52,unemployed,married,secondary,no,1416,no,no,cellular,10,3,1,182,1,success,1,2,False
61,retired,married,secondary,no,2801,yes,yes,cellular,10,3,0,-1,0,unknown,1,2,False
51,admin.,divorced,tertiary,no,66,yes,no,cellular,10,3,0,478,2,failure,0,2,False
70,retired,married,secondary,no,647,no,no,telephone,10,3,0,348,1,failure,0,2,False
46,management,divorced,tertiary,no,461,no,no,cellular,10,3,0,70,2,success,0,2,False
71,retired,married,primary,no,2171,no,no,cellular,10,3,3,-1,0,unknown,0,2,False
39,management,married,tertiary,no,494,no,no,cellular,10,3,1,478,3,failure,1,2,False
58,management,married,tertiary,no,1016,no,no,telephone,11,3,1,91,1,failure,0,3,False
37,management,married,tertiary,no,0,no,no,cellular,11,3,3,107,2,failure,0,3,False
79,retired,married,primary,no,3025,no,no,telephone,11,3,0,90,6,success,0,3,False
37,unemployed,married,secondary,no,1978,no,no,cellular,11,3,0,-1,0,unknown,1,3,False
29,management,single,tertiary,no,1351,no,no,cellular,11,3,0,91,1,failure,0,3,False
75,retired,married,primary,no,1765,no,no,telephone,11,3,1,181,2,success,0,3,False
64,retired,married,primary,no,43,no,no,cellular,11,3,0,91,1,success,0,3,False
33,self-employed,married,tertiary,no,1676,yes,no,cellular,12,3,1,184,2,failure,0,4,False
27,management,single,tertiary,no,948,yes,no,cellular,12,3,1,207,1,failure,0,4,False
80,retired,married,primary,no,155,no,no,telephone,12,3,0,93,2,success,1,4,False
46,blue-collar,married,secondary,no,640,yes,no,cellular,12,3,0,182,4,success,1,4,False
72,retired,married,secondary,no,951,no,yes,cellular,12,3,2,339,1,failure,1,4,False
36,management,married,tertiary,no,495,no,no,cellular,12,3,2,182,6,success,1,4,False
40,management,single,tertiary,no,1509,no,no,cellular,15,3,1,124,1,failure,0,0,False
41,management,married,tertiary,no,298,no,no,cellular,15,3,1,315,4,failure,0,0,False
33,technician,married,secondary,no,1,yes,no,cellular,15,3,3,-1,0,unknown,0,0,False
74,retired,married,tertiary,no,1843,no,no,cellular,15,3,0,185,2,success,1,0,False
30,management,married,tertiary,no,1077,no,no,cellular,15,3,0,96,1,failure,0,0,False
35,blue-collar,married,secondary,no,262,no,no,cellular,15,3,0,181,3,success,1,0,False
33,admin.,single,secondary,no,206,yes,no,cellular,15,3,1,-1,0,unknown,0,0,False
67,retired,divorced,primary,no,2027,no,no,cellular,15,3,1,-1,0,unknown,1,0,False
75,retired,divorced,primary,no,852,no,no,cellular,15,3,0,-1,0,unknown,0,0,False
42,management,married,tertiary,no,1205,no,no,telephone,15,3,0,188,2,success,0,0,False
38,housemaid,single,secondary,no,465,yes,no,cellular,16,3,0,302,3,success,1,1,False
38,management,married,secondary,no,76,no,no,cellular,16,3,0,-1,0,unknown,1,1,False
47,housemaid,single,tertiary,no,3232,no,no,telephone,16,3,0,274,2,failure,0,1,False
53,admin.,married,secondary,no,1796,no,no,telephone,16,3,0,91,2,success,1,1,False
51,management,married,tertiary,no,1612,no,no,cellular,16,3,0,182,5,failure,0,1,False
29,management,single,tertiary,no,874,yes,no,cellular,16,3,0,181,2,success,1,1,False
86,retired,married,primary,no,1817,no,no,cellular,16,3,2,-1,0,unknown,0,1,False
64,retired,married,primary,no,2140,no,no,cellular,16,3,2,155,2,failure,1,1,False
32,management,single,tertiary,no,1619,no,no,cellular,17,3,0,321,2,success,0,2,False
28,admin.,married,secondary,no,897,no,no,cellular,17,3,0,285,1,success,0,2,False
35,unemployed,single,secondary,no,295,no,no,cellular,17,3,0,-1,0,unknown,1,2,False
31,student,single,tertiary,no,64,no,no,cellular,17,3,1,183,3,failure,0,2,False
22,self-employed,single,tertiary,no,780,no,no,cellular,17,3,2,-1,0,unknown,1,2,False
54,services,divorced,secondary,no,0,no,no,cellular,18,3,0,290,3,success,1,3,False
59,retired,married,secondary,no,2126,no,no,cellular,18,3,0,343,1,failure,0,3,False
35,admin.,married,secondary,no,304,no,no,cellular,18,3,0,-1,0,unknown,1,3,False
58,blue-collar,married,primary,no,1965,no,no,cellular,18,3,0,-1,0,unknown,0,3,False
25,blue-collar,single,secondary,no,303,no,no,cellular,18,3,0,-1,0,unknown,1,3,False
46,management,married,tertiary,no,273,yes,no,cellular,18,3,1,184,4,success,1,3,False
52,technician,single,secondary,no,436,no,yes,cellular,22,3,0,-1,0,unknown,1,0,False
22,technician,single,secondary,no,283,yes,no,cellular,22,3,1,-1,0,unknown,1,0,False
31,management,single,tertiary,no,3384,no,no,cellular,22,3,2,187,3,success,1,0,False
43,management,divorced,tertiary,no,2367,no,no,cellular,22,3,1,181,4,success,1,0,False
37,technician,married,secondary,no,1458,no,no,cellular,22,3,0,326,1,success,0,0,False
42,unemployed,married,secondary,no,0,yes,yes,cellular,23,3,0,330,12,failure,0,1,False
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,3,0,291,2,success,1,1,False
29,self-employed,single,tertiary,no,655,no,no,cellular,23,3,0,-1,0,unknown,1,1,False
30,student,single,secondary,no,1681,no,no,cellular,23,3,0,106,2,success,1,1,False
28,management,single,tertiary,no,866,no,no,cellular,23,3,1,-1,0,unknown,1,1,False
43,services,married,secondary,no,774,no,no,cellular,25,3,0,421,1,success,1,3,False
37,services,married,secondary,no,2678,no,no,cellular,25,3,0,-1,0,unknown,1,3,False
62,management,married,tertiary,no,3371,no,no,cellular,25,3,0,178,2,success,1,3,False
20,student,single,tertiary,no,179,no,no,cellular,25,3,2,182,3,failure,0,3,False
58,services,married,secondary,no,307,no,no,telephone,25,3,1,-1,0,unknown,0,3,False
57,housemaid,married,primary,no,780,no,no,cellular,26,3,1,-1,0,unknown,0,4,False
47,management,single,tertiary,no,334,yes,no,cellular,26,3,0,326,8,failure,1,4,False
39,technician,single,tertiary,no,393,no,no,cellular,26,3,0,-1,0,unknown,1,4,False
82,retired,divorced,primary,no,1419,no,no,telephone,26,3,0,-1,0,unknown,0,4,False
72,retired,married,primary,no,0,no,no,cellular,26,3,2,191,3,failure,0,4,False
35,admin.,married,tertiary,no,957,yes,no,cellular,26,3,3,667,4,failure,0,4,False
70,management,married,tertiary,no,1295,no,no,cellular,26,3,0,-1,0,unknown,0,4,False
30,self-employed,single,tertiary,no,916,no,no,cellular,29,3,1,90,2,success,1,0,False
36,admin.,married,tertiary,no,1145,yes,no,cellular,29,3,1,181,3,failure,0,0,False
45,technician,married,secondary,no,2981,yes,yes,cellular,29,3,2,311,3,failure,0,0,False
51,admin.,married,secondary,no,1204,no,no,cellular,29,3,3,-1,0,unknown,0,0,False
31,management,single,tertiary,no,522,no,no,telephone,29,3,3,-1,0,unknown,0,0,False
28,admin.,single,tertiary,no,832,no,no,telephone,29,3,2,342,1,failure,1,0,False
42,technician,married,secondary,no,2152,no,no,cellular,30,3,1,181,2,failure,0,1,False
40,admin.,married,secondary,no,3126,yes,no,cellular,30,3,1,90,5,failure,0,1,False
57,management,divorced,tertiary,no,3287,no,no,cellular,30,3,1,337,1,success,1,1,False
56,housemaid,single,tertiary,no,1947,no,no,cellular,30,3,0,-1,0,unknown,1,1,False
44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,3,1,-1,0,unknown,1,2,False
47,management,married,tertiary,no,288,no,no,cellular,31,3,0,181,1,success,1,2,False
27,self-employed,single,tertiary,no,1393,no,no,cellular,31,3,0,271,1,failure,0,2,False
34,blue-collar,married,primary,no,1666,yes,no,cellular,31,3,0,-1,0,unknown,0,2,False
26,management,single,tertiary,no,3,yes,yes,cellular,1,4,0,350,1,success,1,3,False
61,management,married,tertiary,no,0,yes,yes,cellular,1,4,0,115,2,failure,0,3,False
50,technician,divorced,secondary,no,0,no,no,cellular,1,4,0,184,3,success,1,3,False
33,technician,single,secondary,no,234,no,no,cellular,1,4,0,370,2,failure,0,3,False
46,management,married,secondary,no,2466,no,no,telephone,1,4,2,370,1,failure,1,3,False
45,technician,married,secondary,no,1348,no,yes,cellular,1,4,1,-1,0,unknown,1,3,False
47,admin.,married,secondary,no,70,yes,no,cellular,5,4,3,374,2,success,1,0,False
53,blue-collar,married,secondary,no,3079,no,no,cellular,5,4,0,-1,0,unknown,0,0,False
53,admin.,married,secondary,no,459,no,no,cellular,5,4,0,-1,0,unknown,1,0,False
54,technician,single,tertiary,no,118,no,no,cellular,5,4,0,-1,0,unknown,1,0,False
54,technician,married,secondary,no,2102,yes,no,cellular,5,4,0,626,2,failure,1,0,False
34,blue-collar,married,secondary,no,800,no,no,cellular,5,4,0,-1,0,unknown,1,0,False
19,student,single,secondary,no,394,no,no,cellular,5,4,2,-1,0,unknown,1,0,False
39,management,divorced,tertiary,no,224,no,no,cellular,5,4,0,-1,0,unknown,1,0,False
34,admin.,divorced,secondary,no,961,no,no,cellular,5,4,1,430,2,failure,0,0,False
29,management,single,tertiary,no,560,no,no,cellular,5,4,0,307,1,failure,1,0,False
50,blue-collar,married,primary,no,82,no,no,telephone,5,4,0,-1,0,unknown,1,0,False
50,unemployed,married,tertiary,no,377,no,no,cellular,6,4,0,319,3,failure,0,1,False
32,management,single,secondary,no,1088,yes,no,cellular,6,4,0,363,2,success,1,1,False
33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,4,0,363,1,failure,1,1,False
33,management,single,tertiary,no,718,yes,no,cellular,6,4,0,98,2,success,1,1,False
57,retired,married,secondary,no,230,no,no,cellular,6,4,1,210,3,failure,1,1,False
58,admin.,married,primary,no,1119,no,no,cellular,6,4,3,341,2,failure,0,1,False
27,technician,single,tertiary,no,-67,yes,no,cellular,6,4,2,236,2,failure,1,1,False
37,admin.,married,secondary,no,0,yes,no,cellular,8,4,2,349,2,failure,0,3,False
46,entrepreneur,married,tertiary,no,9,no,no,cellular,8,4,5,-1,0,unknown,0,3,False
78,retired,divorced,primary,no,1389,no,no,cellular,8,4,0,-1,0,unknown,1,3,False
36,management,single,tertiary,no,579,no,no,cellular,12,4,0,-1,0,unknown,1,0,False
69,retired,married,primary,no,2398,no,no,cellular,12,4,0,186,1,failure,0,0,False
31,management,single,tertiary,no,3289,no,no,cellular,12,4,0,314,1,failure,0,0,False
50,technician,married,tertiary,no,0,no,yes,cellular,12,4,0,258,6,failure,0,0,False
29,technician,single,tertiary,no,218,yes,no,cellular,12,4,0,-1,0,unknown,0,0,False
33,self-employed,single,tertiary,no,658,yes,no,cellular,12,4,0,173,2,success,0,0,False
26,management,single,tertiary,no,1646,no,no,cellular,12,4,3,206,5,success,1,0,False
51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,12,4,0,181,2,success,0,0,False
71,retired,divorced,secondary,no,3104,no,no,telephone,12,4,0,187,1,failure,0,0,False
25,student,single,tertiary,no,293,no,no,cellular,12,4,0,-1,0,unknown,0,0,False
62,retired,married,secondary,no,2917,no,no,cellular,12,4,0,188,1,success,0,0,False
35,technician,married,secondary,no,2201,no,no,telephone,12,4,0,-1,0,unknown,1,0,False
29,admin.,single,secondary,no,1992,no,no,cellular,12,4,1,-1,0,unknown,0,0,False
35,blue-collar,single,tertiary,no,484,no,no,cellular,12,4,1,186,1,failure,0,0,False
31,admin.,married,secondary,no,1229,no,no,cellular,12,4,0,-1,0,unknown,1,0,False
56,technician,married,secondary,no,147,no,no,cellular,12,4,0,-1,0,unknown,0,0,False
25,unemployed,single,primary,no,129,no,no,cellular,12,4,2,-1,0,unknown,1,0,False
80,housemaid,married,secondary,no,499,no,no,telephone,13,4,1,393,4,failure,0,1,False
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,4,0,182,3,success,1,1,False
49,admin.,married,secondary,no,197,yes,no,cellular,13,4,0,182,2,failure,1,1,False
62,management,married,tertiary,no,0,no,no,cellular,13,4,2,182,3,failure,0,1,False
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,4,3,187,6,success,1,1,False
32,management,single,tertiary,no,2016,no,no,cellular,13,4,0,348,1,success,1,1,False
36,management,single,tertiary,no,436,no,no,cellular,13,4,0,595,2,failure,1,1,False
38,management,married,tertiary,no,413,no,no,cellular,13,4,0,179,2,failure,1,1,False
35,technician,single,tertiary,no,670,no,no,cellular,13,4,3,182,2,success,1,1,False
45,blue-collar,single,primary,no,116,no,no,cellular,13,4,0,-1,0,unknown,1,1,False
36,management,single,primary,no,62,no,no,cellular,13,4,1,-1,0,unknown,1,1,False
23,student,single,secondary,no,107,no,no,cellular,13,4,4,181,2,success,1,1,False
38,technician,married,secondary,no,497,no,no,cellular,14,4,0,-1,0,unknown,1,2,False
44,services,married,primary,no,2557,yes,no,cellular,14,4,0,181,8,success,1,2,False
70,retired,married,secondary,no,1310,no,no,cellular,14,4,0,181,1,failure,0,2,False
35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,4,1,183,5,failure,0,3,False
26,technician,single,tertiary,no,1066,no,no,cellular,15,4,0,-1,0,unknown,1,3,False
51,management,married,tertiary,no,469,no,no,cellular,15,4,0,181,2,success,1,3,False
59,technician,married,secondary,no,1,no,no,cellular,15,4,1,378,3,failure,1,3,False
30,management,single,tertiary,no,232,no,no,cellular,15,4,0,-1,0,unknown,1,3,False
36,blue-collar,married,primary,no,1177,no,no,cellular,15,4,0,311,4,success,1,3,False
39,technician,married,secondary,no,603,no,yes,cellular,15,4,0,-1,0,unknown,1,3,False
62,retired,married,primary,no,1515,yes,no,cellular,15,4,3,178,3,failure,0,3,False
33,student,single,secondary,no,2321,no,no,cellular,15,4,1,381,2,failure,0,3,False
22,services,single,secondary,no,129,no,no,cellular,15,4,1,181,1,success,1,3,False
35,management,divorced,tertiary,no,649,no,no,cellular,16,4,0,-1,0,unknown,0,4,False
22,management,single,tertiary,no,104,no,yes,cellular,16,4,2,-1,0,unknown,1,4,False
21,student,single,secondary,no,546,no,no,cellular,17,4,0,-1,0,unknown,0,5,True
34,management,married,tertiary,no,589,no,no,cellular,19,4,1,-1,0,unknown,1,0,False
35,admin.,married,tertiary,no,690,no,no,cellular,19,4,1,185,1,failure,0,0,False
34,technician,single,secondary,no,1313,no,no,cellular,19,4,3,-1,0,unknown,0,0,False
21,student,single,secondary,no,330,no,no,cellular,19,4,2,364,2,failure,0,0,False
27,services,single,secondary,no,453,no,no,cellular,19,4,1,-1,0,unknown,1,0,False
73,retired,married,secondary,no,2850,no,no,cellular,19,4,1,185,3,failure,0,0,False
57,management,married,tertiary,no,2845,yes,no,telephone,19,4,4,-1,0,unknown,1,0,False
60,entrepreneur,married,primary,no,2408,no,no,telephone,20,4,3,-1,0,unknown,0,1,False
55,unemployed,divorced,secondary,no,309,no,no,cellular,20,4,0,181,3,success,1,1,False
38,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,4,0,181,5,success,1,1,False
39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,4,0,648,1,failure,1,1,False
38,technician,single,secondary,no,1711,no,no,cellular,20,4,2,202,1,success,1,1,False
24,admin.,single,secondary,no,1295,no,no,cellular,21,4,0,-1,0,unknown,1,2,False
30,student,single,secondary,no,2046,no,no,telephone,21,4,2,254,1,failure,1,2,False
42,housemaid,divorced,primary,no,273,no,no,cellular,21,4,0,-1,0,unknown,0,2,False
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,4,0,-1,0,unknown,1,2,False
25,student,single,primary,no,722,no,no,telephone,21,4,1,-1,0,unknown,1,2,False
52,technician,married,secondary,no,371,yes,yes,cellular,21,4,1,182,1,success,1,2,False
58,entrepreneur,married,secondary,no,496,no,no,cellular,22,4,0,-1,0,unknown,1,3,False
51,management,married,secondary,no,335,no,no,cellular,22,4,0,-1,0,unknown,0,3,False
26,management,single,tertiary,no,194,no,no,cellular,22,4,1,-1,0,unknown,1,3,False
62,management,married,tertiary,no,997,no,no,cellular,22,4,0,304,2,success,1,3,False
76,retired,divorced,primary,no,2693,no,no,cellular,23,4,4,184,2,success,0,4,False
40,technician,married,tertiary,no,206,no,no,cellular,23,4,5,185,4,success,1,4,False
76,retired,married,secondary,no,820,no,no,telephone,23,4,3,-1,0,unknown,1,4,False
31,admin.,single,secondary,no,410,no,no,cellular,23,4,0,-1,0,unknown,1,4,False
61,retired,married,secondary,no,483,no,no,cellular,23,4,0,-1,0,unknown,0,4,False
42,self-employed,married,secondary,no,1216,yes,no,cellular,23,4,0,521,1,failure,1,4,False
73,retired,married,primary,no,796,no,no,cellular,23,4,0,182,3,success,1,4,False
77,management,married,secondary,no,1780,yes,no,cellular,23,4,1,182,5,success,1,4,False
46,admin.,divorced,primary,no,429,yes,no,cellular,26,4,1,369,2,success,1,0,False
35,technician,married,secondary,no,2779,no,no,cellular,26,4,1,186,2,success,1,0,False
36,management,married,tertiary,no,2183,yes,no,cellular,26,4,1,-1,0,unknown,0,0,False
31,management,married,tertiary,no,3160,yes,no,cellular,26,4,1,-1,0,unknown,1,0,False
41,technician,single,tertiary,no,431,no,no,cellular,26,4,1,186,3,success,0,0,False
26,management,single,tertiary,no,222,no,no,cellular,26,4,0,334,1,failure,1,0,False
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,4,0,192,4,failure,1,0,False
60,housemaid,married,primary,no,182,no,no,cellular,26,4,4,181,5,failure,0,0,False
29,management,single,tertiary,no,1445,no,no,cellular,26,4,1,143,2,success,1,0,False
70,retired,married,secondary,no,2815,no,no,cellular,26,4,1,182,1,failure,0,0,False
30,technician,single,tertiary,no,655,no,no,cellular,26,4,0,202,2,success,1,0,False
34,management,married,tertiary,no,115,yes,no,cellular,26,4,2,-1,0,unknown,0,0,False
35,technician,married,tertiary,no,0,yes,yes,cellular,26,4,2,363,2,failure,0,0,False
26,unemployed,single,tertiary,no,77,no,no,cellular,26,4,0,-1,0,unknown,1,0,False
32,admin.,single,secondary,no,154,yes,no,cellular,26,4,0,521,2,failure,0,0,False
77,retired,married,secondary,no,992,no,no,cellular,27,4,1,182,2,failure,0,1,False
63,blue-collar,married,primary,no,115,no,no,telephone,27,4,0,180,7,failure,1,1,False
37,admin.,married,tertiary,no,103,yes,yes,cellular,27,4,2,-1,0,unknown,0,1,False
54,admin.,married,primary,no,140,no,no,telephone,27,4,1,182,2,failure,1,1,False
30,admin.,single,secondary,no,915,yes,no,cellular,27,4,0,-1,0,unknown,1,1,False
61,retired,married,secondary,no,1058,no,no,cellular,27,4,2,-1,0,unknown,1,1,False
70,retired,married,secondary,no,616,no,no,cellular,27,4,1,182,1,failure,0,1,False
30,management,single,tertiary,no,697,no,no,cellular,28,4,1,181,8,success,1,2,False
66,retired,married,primary,no,1004,no,no,cellular,28,4,0,182,1,success,0,2,False
55,housemaid,married,secondary,no,962,yes,no,cellular,28,4,0,181,3,success,1,2,False
55,technician,married,tertiary,no,1320,no,no,cellular,28,4,1,-1,0,unknown,1,2,False
32,admin.,married,tertiary,no,284,yes,no,cellular,29,4,2,-1,0,unknown,1,3,False
29,management,single,tertiary,no,2955,no,no,cellular,29,4,1,-1,0,unknown,1,3,False
41,unemployed,married,tertiary,no,0,no,no,cellular,29,4,0,181,3,success,1,3,False
59,management,married,tertiary,no,1,yes,no,cellular,29,4,0,-1,0,unknown,1,3,False
49,technician,single,secondary,no,1245,no,no,cellular,29,4,1,198,2,failure,0,3,False
45,admin.,married,secondary,no,3006,no,no,cellular,29,4,1,-1,0,unknown,1,3,False
48,admin.,married,secondary,no,2533,no,no,cellular,29,4,1,633,1,failure,0,3,False
32,technician,single,tertiary,no,388,no,no,cellular,29,4,2,-1,0,unknown,1,3,False
33,management,single,tertiary,no,952,yes,no,cellular,29,4,4,-1,0,unknown,1,3,False
25,student,single,secondary,no,108,no,no,cellular,29,4,2,-1,0,unknown,1,3,False
47,admin.,married,secondary,no,707,yes,no,cellular,29,4,2,-1,0,unknown,0,3,False
37,management,married,secondary,no,565,no,no,cellular,29,4,0,398,1,success,1,3,False
19,student,single,secondary,no,329,no,no,cellular,30,4,0,190,2,success,1,4,False
40,unemployed,single,tertiary,no,72,no,no,cellular,30,4,0,-1,0,unknown,1,4,False
35,admin.,single,tertiary,no,364,no,yes,cellular,30,4,0,-1,0,unknown,0,4,False
54,technician,married,tertiary,no,395,no,no,cellular,30,4,0,183,2,success,1,4,False
49,admin.,married,secondary,no,0,no,no,cellular,30,4,0,-1,0,unknown,1,4,False
60,technician,married,secondary,no,2389,yes,yes,cellular,4,5,0,-1,0,unknown,0,1,False
45,admin.,married,secondary,no,205,no,no,cellular,4,5,0,90,2,success,1,1,False
38,management,married,tertiary,no,238,no,no,cellular,4,5,0,90,2,success,0,1,False
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,5,0,89,3,success,1,1,False
48,management,married,tertiary,no,0,yes,no,cellular,4,5,0,61,5,failure,0,1,False
60,blue-collar,married,primary,no,5,no,no,cellular,4,5,0,95,2,success,1,1,False
34,unemployed,single,secondary,no,1965,no,no,telephone,4,5,0,-1,0,unknown,1,1,False
45,housemaid,married,secondary,no,360,no,no,cellular,4,5,0,182,1,success,0,1,False
50,technician,married,secondary,no,402,no,no,cellular,4,5,0,180,2,failure,0,1,False
29,housemaid,single,tertiary,no,19,no,no,cellular,4,5,0,88,4,success,1,1,False
33,services,married,secondary,no,1697,no,no,cellular,4,5,0,182,1,success,1,1,False
35,unemployed,single,tertiary,no,415,no,no,cellular,4,5,1,89,2,success,1,1,False
64,management,married,secondary,no,2352,no,no,cellular,4,5,1,182,11,success,1,1,False
80,retired,married,primary,no,155,no,no,telephone,4,5,0,53,3,success,1,1,False
26,technician,single,tertiary,no,401,no,no,cellular,5,5,1,-1,0,unknown,1,2,False
33,admin.,married,tertiary,no,79,yes,no,cellular,5,5,0,195,4,success,1,2,False
37,management,married,secondary,no,565,no,no,cellular,5,5,0,6,2,success,0,2,False
30,management,married,tertiary,no,451,no,no,cellular,5,5,0,274,3,failure,0,2,False
41,technician,single,tertiary,no,1646,yes,no,cellular,5,5,0,90,7,success,1,2,False
28,management,single,tertiary,no,437,no,no,cellular,5,5,0,-1,0,unknown,1,2,False
74,retired,married,secondary,no,935,no,no,cellular,5,5,0,99,2,failure,1,2,False
33,blue-collar,single,secondary,no,228,no,no,telephone,5,5,0,89,4,failure,0,2,False
26,student,single,secondary,no,440,no,no,cellular,5,5,0,-1,0,unknown,0,2,False
72,retired,married,primary,no,2304,no,no,telephone,5,5,3,-1,0,unknown,1,2,False
27,management,single,secondary,no,145,yes,no,cellular,5,5,3,89,3,failure,0,2,False
18,student,single,tertiary,no,348,no,no,cellular,5,5,3,-1,0,unknown,1,2,False
54,housemaid,married,secondary,no,1182,yes,no,cellular,6,5,1,241,2,failure,0,3,False
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,5,0,55,5,success,1,3,False
67,retired,divorced,secondary,no,704,no,no,cellular,6,5,0,87,3,success,1,3,False
47,admin.,married,tertiary,no,97,yes,no,cellular,6,5,0,87,3,failure,0,3,False
56,management,divorced,tertiary,no,2037,no,no,cellular,6,5,0,91,5,success,0,3,False
60,housemaid,married,primary,no,182,no,no,cellular,6,5,0,10,10,failure,0,3,False
34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,5,0,90,8,failure,0,3,False
36,admin.,single,tertiary,no,994,no,no,cellular,6,5,0,90,6,success,1,3,False
37,management,married,tertiary,no,2283,no,no,cellular,6,5,1,98,2,failure,1,3,False
32,technician,married,secondary,no,473,no,yes,cellular,7,5,2,-1,0,unknown,1,4,False
51,technician,married,tertiary,no,0,no,no,cellular,7,5,1,66,2,success,1,4,False
77,admin.,married,secondary,no,397,no,no,telephone,7,5,2,-1,0,unknown,1,4,False
83,retired,married,secondary,no,0,no,no,telephone,7,5,1,268,2,failure,0,4,False
35,management,married,tertiary,no,62,no,no,cellular,7,5,1,88,4,success,1,4,False
42,admin.,married,primary,no,756,no,no,cellular,7,5,2,-1,0,unknown,0,4,False
47,management,married,secondary,no,834,no,no,cellular,10,5,0,-1,0,unknown,0,0,False
58,blue-collar,married,primary,no,226,yes,yes,cellular,10,5,2,-1,0,unknown,0,0,False
32,technician,married,tertiary,no,2976,yes,no,cellular,10,5,4,94,6,success,0,0,False
80,retired,married,primary,no,594,no,no,telephone,10,5,1,-1,0,unknown,0,0,False
46,management,married,tertiary,no,273,yes,no,cellular,10,5,5,53,6,success,1,0,False
